ID,gene_biomarker_1,gene_biomarker_2,gene_biomarker_3,gene_biomarker_4,gene_biomarker_5,gene_biomarker_6,gene_biomarker_7,gene_biomarker_8,gene_biomarker_9,gene_biomarker_10
1,0.1904509035498737,0.4199743199803786,0.7752839793255915,0.4011687448701319,0.010333743902756654,0.594751602289839,0.4338701008356941,0.1569203180248232,0.14274937764285744,0.8635571812918911
2,0.5920291911936411,0.042445211633689084,0.28205465059106827,0.9043839375831483,0.4532300038535545,0.8660561707082939,0.33428050813928434,0.33560086881418794,0.38755117562620944,0.2351979888255874
3,0.25738847130180065,0.10728996770714572,0.5544732668964683,0.5047132391054048,0.34261512660400484,0.5283499292132212,0.7180302274317776,0.9195436050572776,0.5995532121653067,0.30176959812424864
4,0.9580665019032808,0.5316060954977446,0.9537719521980145,0.9525916261125634,0.8478846645399852,0.6856700178367113,0.32641413925027263,0.23707646720822617,0.3842836295996326,0.036095308204775134
5,0.5703328009494761,0.27484382502815663,0.3599709302387156,0.25591747466801607,0.964366248862493,0.0857565169723391,0.13067289534498905,0.5594242407123875,0.05247560607156476,0.146054016233652
6,0.5771929743728824,0.3662870695340905,0.33926771717129667,0.028853519071973643,0.49367742391031155,0.6172441972468924,0.1799749408717184,0.30615032938475006,0.4472889062926364,0.6883616063811282
7,0.363344305641759,0.357937628395928,0.676337051759878,0.46990566818622526,0.7633073357044144,0.9308984336048276,0.0412948095979464,0.08582124452379913,0.6208436265074061,0.6017772675109383
8,0.37874731710942433,0.731186402627818,0.39479004701248366,0.32020960910778495,0.038299348764813224,0.9080673293529761,0.003003120135030124,0.400583745590984,0.19552081523629294,0.7586086627481663
9,0.5604974935514803,0.7473073840775767,0.26929503736963134,0.8083746551450126,0.1358678067430179,0.6986264505576142,0.16539217432370978,0.9195573339057534,0.6218870925112878,0.10844056857420148
10,0.31421415468940994,0.10150510556513581,0.8450915832574032,0.10372723350248558,0.5751865682902327,0.9494015165595295,0.8637187857746632,0.5444695505911685,0.1453471494302302,0.49735779325301077
11,0.531277139895955,0.13455525888476993,0.23148852427477162,0.8305041083590942,0.17300836977313516,0.2732736818276785,0.9172168943520546,0.04233566687137913,0.5200279493534471,0.6492740224075872
12,0.5692163798839999,0.02452477332443792,0.33275210312120485,0.6421633875965586,0.8384185152947653,0.6898571491088086,0.5216721254841591,0.6998375216681668,0.17959242003936504,0.47871373525084226
13,0.06865949027682527,0.29931532296314445,0.0785406726041108,0.8924386823921934,0.743412291054805,0.618410100784931,0.23984987217662823,0.25534520194448296,0.6062157844844588,0.13534635933183403
14,0.7452477147495095,0.7903774543618979,0.6586179352586778,0.19761424414240125,0.5829762354351894,0.24355636477203368,0.3326919454318942,0.45930041061740245,0.2146435679793729,0.495521881851708
15,0.3390818680802544,0.021072411759627596,0.6521557260540469,0.15281474809858442,0.8090404889726557,0.6984649000888554,0.4988978690930056,0.7676680799975653,0.9636457793546033,0.039014777080041196
16,0.666681771032079,0.6500211739370231,0.23769904987750134,0.5211611065999721,0.4876754984183036,0.6009011534153839,0.1349554935927596,0.5812517680899828,0.15307389947337002,0.40565014110710196
17,0.7192863895005807,0.5730226401378107,0.8871967612170045,0.9075338669359927,0.9094460944483721,0.7395349054748558,0.15071471087038057,0.19546542292238656,0.24176173341938423,0.033098446216925814
18,0.4071794120669534,0.17198755263224585,0.38590096137354857,0.3115605632991161,0.04951856994286008,0.6668991316231943,0.38124064354693843,0.37799246863927005,0.2787316229976483,0.8111560714763306
19,0.3396087009206482,0.4329672498954744,0.5623500236846816,0.3396466369204716,0.7169068862825582,0.2003031920517383,0.867066783257669,0.9686205971080637,0.5246013744791354,0.08861448187973275
20,0.39991445825798055,0.7121571790901295,0.7317787351880966,0.49988876442754937,0.5932862945218534,0.08741946642724474,0.06789728790246441,0.5289022756546,0.7561212609464312,0.00926128637570156
21,0.717942188399763,0.10377604554175301,0.9534710086655195,0.5672095898160309,0.7268043889548785,0.6734132844594968,0.2639744203439468,0.14406628468129135,0.18579932253818443,0.1690067736137122
22,0.9605626679230884,0.9784740564785446,0.7017386187813831,0.7959895127469623,0.8206433678217533,0.8169521788572672,0.08575985339829295,0.8412399774645162,0.8217120733028893,0.8564635894486256
23,0.8663979255225677,0.14928803942708946,0.05754679540740737,0.3724517360595927,0.5874382628114353,0.45795765008871137,0.711693384451507,0.5818675451887858,0.07241393571122223,0.04478400040695052
24,0.32644558012835323,0.12834525086327742,0.6474728596839204,0.562381027211615,0.3759505066150082,0.5952025748595245,0.24130356507452555,0.798798333051371,0.8938743458055468,0.28266413122531386
25,0.12370001874714331,0.35262287763291145,0.4712796565608319,0.25763788156307155,0.042581034988262045,0.6573286396775848,0.28007900062843816,0.5611309613834867,0.7344223056500528,0.9335294791261483
26,0.40534962386565276,0.5983459077313091,0.5138764075278359,0.39974964546358793,0.11121333827957913,0.7712114836711608,0.8161156585890301,0.7115979498909301,0.5812503163544933,0.8867071250571464
27,0.0202748763081535,0.723739070689528,0.6657986837189975,0.1828134925214574,0.3225657742743895,0.9307746524255233,0.8639409381408087,0.47914992357306896,0.21519410871817135,0.7332172141120282
28,0.7137340423988444,0.5456507545045332,0.34957535534345474,0.9219270970504551,0.9191771934953742,0.19992751962171473,0.13392796205350144,0.6807618286076688,0.9824922458056907,0.4953368336808218
29,0.3486410084214584,0.6100371614865775,0.8106676566915917,0.690707091070119,0.11931144154298667,0.7822596964930539,0.48339180605694054,0.05937042262226566,0.13799969811943236,0.0798784449354264
30,0.37608279293833125,0.7281887708075018,0.7654407963552745,0.30370505850204355,0.7712206127642349,0.9841570069437613,0.8602681435813123,0.08177649846576196,0.030868010235759025,0.6595915622504839
31,0.1302218428247881,0.02312570562462235,0.24781851867000282,0.2822576959339608,0.26934114834537537,0.11879310433800272,0.4789927942647023,0.22794242667333486,0.2579974705607109,0.3802823442840293
32,0.7356151701393887,0.6445467471744402,0.7960709153363549,0.6363220919702733,0.6155580449597945,0.26839975052194087,0.7711644513211042,0.6445720247188598,0.8277143954929606,0.8169573392569258
33,0.021270654898419283,0.012603561620055825,0.15095243266656533,0.261086040516463,0.08462366941483279,0.3014909945036318,0.011872935570653942,0.3337913742363531,0.2458404385479377,0.18495525442057226
34,0.40220719821774853,0.7417093733556928,0.496653088394611,0.6200828008820913,0.4034977571281815,0.32685556524671955,0.9520424778349836,0.38942074613725364,0.39053968668265404,0.258775645017989
35,0.3229782365364916,0.45858705622633833,0.45752544399474915,0.26805810929914764,0.6513940611115621,0.3612145524571564,0.7173167354417769,0.5075279948492825,0.8311827565621971,0.9102366698715145
36,0.35302646470355226,0.3506868705519257,0.2720012048125029,0.41098818066230214,0.5550669508491425,0.1894601722488345,0.10266577611296002,0.8941984976603177,0.18078703406269403,0.17501831165795367
37,0.6943459195596957,0.3748236580564195,0.6621139814273606,0.13840625013353014,0.526011719903061,0.07061888736053035,0.2592201484604062,0.6793808251869379,0.23116144809193062,0.43802263605375946
38,0.0725483061225326,0.9780385396700956,0.8192359325872657,0.11361323531954137,0.367241908665944,0.6899723933702101,0.7519221536095848,0.10136310450437147,0.050742957931526056,0.3668727765266455
39,0.8873373446211856,0.7796998323144628,0.8422589740349578,0.4169607254285319,0.7927573502794487,0.32975206824664205,0.5116926214545133,0.223046857180086,0.9013813702693415,0.6389243624635622
40,0.7613748788709865,0.2468522647862057,0.9378536358620608,0.2997356083682239,0.8814819846391987,0.5627667757998033,0.827365451155929,0.6938454430932742,0.018595886581391663,0.3772261425868231
41,0.37720932503742155,0.6136815810405912,0.593052892720348,0.07128752625669443,0.8928927991304956,0.8234046418946261,0.9673238463679636,0.7107635227395374,0.5259761984499679,0.8506539375284325
42,0.8794640861550627,0.8109393076841465,0.9241289718499592,0.3983078433418312,0.9968166784664407,0.016220897848344018,0.5477736919358989,0.27457420840524593,0.20873859829106656,0.5657482182101469
43,0.6782627934532921,0.613035136750206,0.21530722792014945,0.7981408608848648,0.0313369713452768,0.07298507892657957,0.2604617708120166,0.0015687257334714433,0.6558751323911254,0.8907913441936431
44,0.20953529095968237,0.12854719201551779,0.5211112599917807,0.43960368556239304,0.8799204409980049,0.78454680742285,0.15720718790498067,0.34827847182361893,0.7703592722579059,0.5589807797977256
45,0.5437681172665664,0.7843007773278161,0.806875531441851,0.4275698803132263,0.9447923320738331,0.2214466802920515,0.6767076985217325,0.5399360029549839,0.48724591778411885,0.34105075528506046
46,0.5257893056654398,0.7347810292326439,0.2536458496199293,0.20889863023766575,0.1302904727879518,0.1937357789290869,0.02094457546125894,0.679528732460663,0.45255012937890005,0.6098546317012544
47,0.49196896525134615,0.3614459736645773,0.7198662664274562,0.21239480962451596,0.11199079427987046,0.9316243256772293,0.5035390628231677,0.7261696584299686,0.7265213917899479,0.38030568104525286
48,0.3521649368455869,0.5359469577354862,0.6477099948173366,0.3460288789815118,0.6889007934397585,0.7960865157418563,0.9968818758438855,0.6895927699262425,0.03576574742991312,0.9373488525814668
49,0.7096035926463393,0.4260474574527464,0.825134623683793,0.3470504351631609,0.4257258975619487,0.769718973953838,0.37110720555159304,0.6254461298526175,0.7952961543270218,0.7896091311617108
50,0.6067184768324386,0.39846684414012956,0.6450154204839149,0.13873039214249994,0.09522915870816973,0.09076191277285339,0.45531363160179816,0.7761480973151405,0.8770166569761513,0.5788746601166137
